Sensor 0052 - site1
Site 1
date [EST]	lu 412 [uW/cm^2/nm/sr]	lu 442 [uW/cm^2/nm/sr]	lu 490 [uW/cm^2/nm/sr]	lu 510 [uW/cm^2/nm/sr]	lu 555 [uW/cm^2/nm/sr]	lu 664 [uW/cm^2/nm/sr]	lu 669 [uW/cm^2/nm/sr]
2018-08-20 08:00:00	0.002205	0.009455	0.044227	0.066425	0.136886	0.020228	0.020142
2018-08-20 09:00:00	0.005498	0.015468	0.058895	0.087286	0.177526	0.030789	0.030261
2018-08-20 10:00:00	0.009683	0.024227	0.082562	0.120603	0.229001	0.029075	0.029306
2018-08-20 11:00:00	0.015319	0.034576	0.113733	0.165771	0.322913	0.047029	0.047217
2018-08-20 12:00:00	0.006935	0.018121	0.067137	0.102283	0.213761	0.030383	0.029485
2018-08-20 13:00:00	0.006802	0.016565	0.058715	0.089567	0.181152	0.023899	0.023895
2018-08-20 14:00:00	0.012764	0.029787	0.102222	0.150116	0.294189	0.046668	0.045999
2018-08-20 15:00:00	0.008068	0.019589	0.070773	0.106358	0.213936	0.032541	0.032368
2018-08-20 16:00:00	0.001440	0.006425	0.033768	0.053809	0.109717	0.006241	0.006270
2018-08-20 17:00:00	-0.000303	0.002773	0.018875	0.029359	0.058007	0.001083	0.001436
2018-08-20 18:00:00	-0.001885	-0.001522	0.001817	0.004166	0.008575	-0.003862	-0.003775
2018-08-20 19:00:00	-0.002640	-0.003275	-0.003104	-0.003151	-0.004252	-0.005950	-0.006347
2018-08-20 20:00:00	-0.002774	-0.002965	-0.002968	-0.003055	-0.004183	-0.005928	-0.005905
2018-08-20 21:00:00	-0.002594	-0.003289	-0.002946	-0.003338	-0.004682	-0.006095	-0.006074
2018-08-20 22:00:00	-0.002517	-0.003273	-0.003071	-0.003259	-0.004350	-0.006408	-0.006048
2018-08-20 23:00:00	-0.002435	-0.003112	-0.002789	-0.003028	-0.003948	-0.005500	-0.005451
2018-08-21 00:00:00	-0.003203	-0.003819	-0.003508	-0.003762	-0.004918	-0.007347	-0.007372
2018-08-21 01:00:00	-0.002532	-0.002705	-0.002935	-0.002846	-0.003949	-0.005399	-0.005516
2018-08-21 02:00:00	-0.002602	-0.003007	-0.002786	-0.003174	-0.003859	-0.005846	-0.006445
2018-08-21 03:00:00	-0.002473	-0.002790	-0.002877	-0.002852	-0.003976	-0.005455	-0.005643
2018-08-21 04:00:00	-0.003122	-0.003335	-0.003436	-0.003426	-0.004534	-0.006779	-0.006616
2018-08-21 05:00:00	-0.002425	-0.002699	-0.001967	-0.001974	-0.002253	-0.004832	-0.004816
2018-08-21 06:00:00	-0.001922	-0.001248	0.004608	0.008197	0.018644	-0.001227	-0.001625
2018-08-21 07:00:00	-0.001354	0.000624	0.014298	0.023054	0.051390	0.003471	0.003504
2018-08-21 08:00:00	-0.001914	0.000151	0.012730	0.021292	0.050606	0.00584	0.005747
2018-08-21 09:00:00	-0.000015	0.003706	0.021687	0.033813	0.074211	0.007816	0.008244
2018-08-21 10:00:00	0.000345	0.004939	0.027845	0.044132	0.097921	0.009830	0.00955
2018-08-21 11:00:00	-0.002038	-0.001021	0.007203	0.014131	0.043530	0.004756	0.004959
2018-08-21 12:00:00	-0.000373	0.003273	0.020376	0.033869	0.084822	0.014329	0.014445
2018-08-21 13:00:00	-0.001362	0.000796	0.016607	0.029099	0.077259	0.011634	0.011303
2018-08-21 14:00:00	-0.001616	0.000811	0.016147	0.029045	0.076486	0.009628	0.009606
2018-08-21 15:00:00	-0.001295	0.001086	0.018275	0.031377	0.075380	0.002567	0.002809
2018-08-21 16:00:00	-0.001903	-0.000881	0.010463	0.019048	0.048956	0.000352	0.000088
2018-08-21 17:00:00	-0.002800	-0.002863	0.001409	0.004053	0.012394	-0.004586	-0.004586
2018-08-21 18:00:00	-0.003299	-0.003668	-0.002883	-0.002638	-0.002540	-0.007091	-0.006839
2018-08-21 19:00:00	-0.003418	-0.003646	-0.003761	-0.003732	-0.005242	-0.007658	-0.007207
2018-08-21 20:00:00	-0.003017	-0.003527	-0.003365	-0.003595	-0.004715	-0.006944	-0.006823
2018-08-21 21:00:00	-0.003330	-0.003728	-0.003559	-0.003983	-0.005196	-0.006984	-0.007782
2018-08-21 22:00:00	-0.002985	-0.003337	-0.003398	-0.003551	-0.004917	-0.006964	-0.006927
2018-08-21 23:00:00	-0.003041	-0.003533	-0.003522	-0.003416	-0.005004	-0.006980	-0.006979
2018-08-22 00:00:00	-0.003115	-0.004179	-0.003665	-0.003926	-0.005205	-0.007576	-0.007236
2018-08-22 01:00:00	-0.002949	-0.00377	-0.003452	-0.003692	-0.005045	-0.006872	-0.006828
2018-08-22 02:00:00	-0.003283	-0.003800	-0.003587	-0.003754	-0.005189	-0.007489	-0.007537
2018-08-22 03:00:00	-0.003167	-0.003860	-0.003766	-0.003842	-0.005342	-0.007397	-0.007666
2018-08-22 04:00:00	-0.003322	-0.003893	-0.003588	-0.004040	-0.005189	-0.007572	-0.007735
2018-08-22 05:00:00	-0.003028	-0.003999	-0.003590	-0.003471	-0.004903	-0.007222	-0.007361
2018-08-22 06:00:00	-0.003308	-0.003472	-0.002503	-0.001989	-0.000869	-0.006530	-0.006606
2018-08-22 07:00:00	-0.003002	-0.002584	0.001302	0.003839	0.010994	-0.004347	-0.004616
2018-08-22 08:00:00	-0.002758	-0.002679	0.002068	0.004676	0.015055	-0.003195	-0.002943
2018-08-22 09:00:00	-0.002986	-0.003174	-0.000279	0.001304	0.005494	-0.005489	-0.005344
2018-08-22 10:00:00	-0.002736	-0.002573	0.001780	0.00448	0.012969	-0.004393	-0.003869
2018-08-22 11:00:00	-0.003077	-0.002530	0.001314	0.004022	0.013972	-0.003987	-0.004201
2018-08-22 12:00:00	-0.002618	-0.001911	0.004464	0.009518	0.028195	-0.001491	-0.001338
2018-08-22 13:00:00	-0.002242	-0.000832	0.008488	0.016533	0.049006	0.003047	0.003092
2018-08-22 14:00:00	-0.002426	-0.001333	0.006093	0.012280	0.036486	0.001644	0.001308
2018-08-22 15:00:00	-0.002050	-0.000902	0.007959	0.015818	0.046382	0.004181	0.003977
2018-08-22 16:00:00	-0.002193	-0.002012	0.004155	0.008949	0.025814	-0.002226	-0.002008
2018-08-22 17:00:00	-0.002037	-0.000892	0.006995	0.013261	0.034064	0.000127	0.000022
2018-08-22 18:00:00	-0.003233	-0.003418	-0.001936	-0.001008	0.000271	-0.006904	-0.006732
2018-08-22 19:00:00	-0.003133	-0.003665	-0.003475	-0.003918	-0.005262	-0.007128	-0.007218
2018-08-22 20:00:00	-0.003124	-0.003528	-0.003426	-0.003607	-0.005075	-0.007097	-0.006880
2018-08-22 21:00:00	-0.003227	-0.004053	-0.003689	-0.003964	-0.005137	-0.007659	-0.007541
2018-08-22 22:00:00	-0.003323	-0.004092	-0.003688	-0.003965	-0.005187	-0.007159	-0.007724
2018-08-22 23:00:00	-0.003320	-0.003881	-0.003734	-0.004009	-0.005252	-0.007527	-0.007856
2018-08-23 00:00:00	-0.003163	-0.003992	-0.003742	-0.003823	-0.005293	-0.007418	-0.007219
2018-08-23 01:00:00	-0.003496	-0.003609	-0.003676	-0.003859	-0.005186	-0.007395	-0.007348
2018-08-23 02:00:00	-0.003276	-0.003920	-0.003606	-0.003756	-0.005421	-0.007175	-0.007500
2018-08-23 03:00:00	-0.003260	-0.003752	-0.003733	-0.003898	-0.005267	-0.007301	-0.007393
2018-08-23 04:00:00	-0.003412	-0.003776	-0.003525	-0.003828	-0.005440	-0.007704	-0.007420
2018-08-23 05:00:00	-0.003347	-0.003923	-0.003332	-0.003225	-0.004092	-0.007100	-0.007422
2018-08-23 06:00:00	-0.002884	-0.003216	-0.000231	0.001555	0.007787	-0.004402	-0.004277
2018-08-23 07:00:00	-0.002772	-0.002114	0.003114	0.006713	0.018143	-0.003005	-0.002709
2018-08-23 08:00:00	-0.002538	-0.002147	0.004202	0.008923	0.027347	0.000523	0.000532
2018-08-23 09:00:00	-0.002106	-0.000563	0.009238	0.015553	0.039009	0.002845	0.003062
2018-08-23 10:00:00	-0.003133	-0.002956	-0.000055	0.002683	0.013163	-0.003145	-0.002777
2018-08-23 11:00:00	-0.003007	-0.003227	-0.000280	0.001994	0.011371	-0.003654	-0.003538
2018-08-23 12:00:00	-0.003047	-0.002886	0.001062	0.005147	0.022730	-0.001442	-0.001788
2018-08-23 13:00:00	-0.003019	-0.002251	0.003526	0.009323	0.035244	0.001278	0.000845
2018-08-23 14:00:00	-0.003055	-0.002855	0.000509	0.004270	0.022137	-0.001310	-0.0012870
2018-08-23 15:00:00	-0.003374	-0.003533	-0.001924	-0.000115	0.009862	-0.001519	-0.001757
2018-08-23 16:00:00	-0.003265	-0.003757	-0.003280	-0.003386	-0.003525	-0.007047	-0.006546
2018-08-23 17:00:00	-0.003153	-0.003667	-0.003333	-0.003181	-0.002585	-0.006390	-0.006148
2018-08-23 18:00:00	-0.003156	-0.004087	-0.003462	-0.003826	-0.004674	-0.007058	-0.007269
2018-08-23 19:00:00	-0.003134	-0.003828	-0.003575	-0.003829	-0.005243	-0.007326	-0.007369
2018-08-23 20:00:00	-0.003242	-0.003367	-0.003550	-0.003563	-0.005050	-0.006939	-0.006801
2018-08-23 21:00:00	-0.003087	-0.003896	-0.003739	-0.003917	-0.005313	-0.007253	-0.007135
2018-08-23 22:00:00	-0.003320	-0.003832	-0.003697	-0.004100	-0.005251	-0.007577	-0.007657
2018-08-23 23:00:00	-0.003359	-0.003522	-0.003620	-0.003858	-0.005287	-0.007288	-0.007668
2018-08-24 00:00:00	-0.003354	-0.003988	-0.003601	-0.003822	-0.005488	-0.007506	-0.007482
2018-08-24 01:00:00	-0.003347	-0.003685	-0.003710	-0.003835	-0.005398	-0.007339	-0.007302
2018-08-24 02:00:00	-0.003081	-0.003884	-0.003519	-0.003778	-0.005051	-0.007247	-0.007508
2018-08-24 03:00:00	-0.003271	-0.003899	-0.003687	-0.003916	-0.005310	-0.007550	-0.007106
2018-08-24 04:00:00	-0.003235	-0.003959	-0.003603	-0.003805	-0.005216	-0.007441	-0.007729
2018-08-24 05:00:00	-0.003244	-0.003969	-0.003395	-0.003628	-0.004394	-0.007046	-0.007145
2018-08-24 06:00:00	-0.002987	-0.003213	0.000616	0.002783	0.009848	-0.004262	-0.004270
2018-08-24 07:00:00	-0.002884	-0.003121	-0.000726	0.001126	0.008081	-0.003614	-0.003549
2018-08-24 08:00:00	-0.002563	-0.0019090	0.006015	0.011802	0.033662	0.001270	0.001165
2018-08-24 09:00:00	-0.002318	-0.000887	0.009263	0.017080	0.047307	0.004658	0.004612
2018-08-24 10:00:00	-0.002277	-0.001073	0.009075	0.017239	0.048321	0.001289	0.001246
2018-08-24 11:00:00	-0.002676	-0.002048	0.005127	0.011079	0.035258	0.000007	0.000214
2018-08-24 12:00:00	-0.001922	-0.000368	0.010223	0.019118	0.052693	0.005040	0.004875
2018-08-24 13:00:00	-0.002162	-0.001262	0.006429	0.013278	0.042148	0.005815	0.005303
2018-08-24 14:00:00	-0.001041	0.001714	0.019504	0.034033	0.088093	0.013343	0.012928
2018-08-24 15:00:00	-0.001598	0.000578	0.013863	0.026107	0.071021	0.008885	0.008486
2018-08-24 16:00:00	-0.003123	-0.002920	0.000126	0.002814	0.014441	-0.002193	-0.002008
2018-08-24 17:00:00	-0.002925	-0.003803	-0.001073	0.000778	0.006945	-0.004363	-0.004356
2018-08-24 18:00:00	-0.003181	-0.003615	-0.003233	-0.003026	-0.004019	-0.007025	-0.006599
2018-08-24 19:00:00	-0.003352	-0.004136	-0.00359	-0.003920	-0.005027	-0.007185	-0.006959
2018-08-24 20:00:00	-0.003253	-0.004104	-0.003526	-0.003975	-0.005013	-0.007275	-0.007401
2018-08-24 21:00:00	-0.003267	-0.003884	-0.003658	-0.003781	-0.005260	-0.007569	-0.007490
2018-08-24 22:00:00	-0.003134	-0.004058	-0.003612	-0.003949	-0.005208	-0.007636	-0.007271
2018-08-24 23:00:00	-0.003152	-0.004266	-0.003552	-0.003921	-0.005283	-0.007222	-0.007278
2018-08-25 00:00:00	-0.003222	-0.003656	-0.003957	-0.003621	-0.005174	-0.007305	-0.007322
2018-08-25 01:00:00	-0.003061	-0.004115	-0.003737	-0.003817	-0.005193	-0.007545	-0.007556
2018-08-25 02:00:00	-0.003388	-0.003544	-0.003628	-0.003887	-0.005457	-0.007332	-0.007159
2018-08-25 03:00:00	-0.003422	-0.003893	-0.003901	-0.003718	-0.005353	-0.007621	-0.007438
2018-08-25 04:00:00	-0.003261	-0.003803	-0.003552	-0.003723	-0.005295	-0.007341	-0.007283
2018-08-25 05:00:00	-0.003258	-0.003982	-0.003403	-0.003786	-0.004916	-0.007674	-0.007387
2018-08-25 06:00:00	-0.003111	-0.003562	-0.002201	-0.001430	0.001470	-0.005550	-0.005886
2018-08-25 07:00:00	-0.003083	-0.002977	0.000991	0.003785	0.016250	-0.001686	-0.002011
2018-08-25 08:00:00	-0.003110	-0.003633	-0.002736	-0.001848	0.002475	-0.004854	-0.004724
2018-08-25 09:00:00	-0.002987	-0.003300	-0.000761	0.001492	0.011744	-0.001661	-0.001920
2018-08-25 10:00:00	-0.003273	-0.003574	-0.002355	-0.000971	0.004757	-0.004336	-0.004423
2018-08-25 11:00:00	-0.003011	-0.003193	0.000479	0.003628	0.018093	-0.000794	-0.0010400
2018-08-25 12:00:00	-0.002785	-0.002550	0.000953	0.003829	0.017749	0.000493	0.000008
2018-08-25 13:00:00	-0.002702	-0.001934	0.004253	0.009890	0.032735	0.002704	0.002835
2018-08-25 14:00:00	-0.001577	0.000433	0.012761	0.022084	0.053310	0.003648	0.003279
2018-08-25 15:00:00	-0.002076	-0.001024	0.007617	0.014945	0.042482	0.005063	0.004684
2018-08-25 16:00:00	-0.002169	-0.000808	0.008188	0.015927	0.042027	0.002942	0.003184
2018-08-25 17:00:00	-0.002526	-0.002645	0.000608	0.002551	0.009243	-0.004308	-0.003994
2018-08-25 18:00:00	-0.002835	-0.003608	-0.003114	-0.003376	-0.004343	-0.006657	-0.006776
2018-08-25 19:00:00	-0.003081	-0.003754	-0.003471	-0.003451	-0.004823	-0.006736	-0.006651
2018-08-25 20:00:00	-0.002862	-0.003421	-0.003384	-0.003477	-0.004769	-0.006945	-0.006696
2018-08-25 21:00:00	-0.003076	-0.003748	-0.003509	-0.003565	-0.004728	-0.006791	-0.006657
2018-08-25 22:00:00	-0.003134	-0.003487	-0.003540	-0.003483	-0.004742	-0.006987	-0.006857
2018-08-25 23:00:00	-0.002974	-0.003568	-0.003214	-0.003588	-0.004689	-0.006681	-0.006743
2018-08-26 00:00:00	-0.002989	-0.003707	-0.003331	-0.003697	-0.004670	-0.006761	-0.006875
2018-08-26 01:00:00	-0.002814	-0.003568	-0.003571	-0.003650	-0.005041	-0.006827	-0.006974
2018-08-26 02:00:00	-0.003058	-0.003689	-0.003522	-0.003769	-0.004891	-0.006947	-0.006832
2018-08-26 03:00:00	-0.003008	-0.003485	-0.003362	-0.003828	-0.004954	-0.006643	-0.006839
2018-08-26 04:00:00	-0.002960	-0.003569	-0.003413	-0.003450	-0.004781	-0.006522	-0.00659
2018-08-26 05:00:00	-0.003035	-0.003032	-0.001755	-0.001388	-0.002160	-0.006624	-0.006400
2018-08-26 06:00:00	0.000061	0.004026	0.025066	0.037451	0.069534	0.003323	0.003065
2018-08-26 07:00:00	0.008651	0.024383	0.094803	0.13802	0.255945	0.034205	0.033716
2018-08-26 08:00:00	0.010944	0.028718	0.108739	0.156987	0.287375	0.037808	0.036644
2018-08-26 09:00:00	0.009883	0.026400	0.102296	0.150094	0.289281	0.038342	0.037441
2018-08-26 10:00:00	0.017462	0.044893	0.175035	0.255346	0.493073	0.060993	0.058999
2018-08-26 11:00:00	0.029875	0.071002	0.242631	0.341017	0.624983	0.088102	0.085979
2018-08-26 12:00:00	0.021712	0.053242	0.179539	0.256030	0.473404	0.070963	0.070303
2018-08-26 13:00:00	0.025863	0.061442	0.207538	0.298522	0.552961	0.084531	0.083462
2018-08-26 14:00:00	0.015683	0.039724	0.140891	0.207606	0.406135	0.070059	0.068183
2018-08-26 15:00:00	0.007426	0.020798	0.082805	0.127161	0.267575	0.044997	0.044027
2018-08-26 16:00:00	0.005713	0.016204	0.064834	0.099043	0.202259	0.032548	0.031606
2018-08-26 17:00:00	-0.001187	0.000302	0.008775	0.013755	0.027942	-0.000954	-0.001429
2018-08-26 18:00:00	-0.001778	-0.001432	0.002376	0.004179	0.007853	-0.003254	-0.003416
2018-08-26 19:00:00	-0.002542	-0.003059	-0.003052	-0.002958	-0.004239	-0.006046	-0.006015
2018-08-26 20:00:00	-0.002482	-0.002788	-0.002743	-0.002655	-0.003984	-0.005569	-0.005636
2018-08-26 21:00:00	-0.002623	-0.002871	-0.002624	-0.002786	-0.003827	-0.005078	-0.005592
2018-08-26 22:00:00	-0.002519	-0.003075	-0.002876	-0.003062	-0.004049	-0.005760	-0.006128
2018-08-26 23:00:00	-0.002293	-0.002874	-0.002848	-0.002868	-0.003716	-0.005336	-0.005484
2018-08-27 00:00:00	-0.002211	-0.003030	-0.002890	-0.002838	-0.003925	-0.005510	-0.005501
2018-08-27 01:00:00	-0.002862	-0.003052	-0.002931	-0.003006	-0.004337	-0.005635	-0.005991
2018-08-27 02:00:00	-0.002522	-0.003140	-0.002841	-0.002670	-0.003945	-0.005591	-0.005206
2018-08-27 03:00:00	-0.002418	-0.002922	-0.002658	-0.002873	-0.003673	-0.005541	-0.005518
2018-08-27 04:00:00	-0.002779	-0.002972	-0.002869	-0.003092	-0.004243	-0.005821	-0.006108
2018-08-27 05:00:00	-0.002360	-0.002772	-0.000836	-0.000538	0.000077	-0.004942	-0.004689
2018-08-27 06:00:00	-0.000233	0.002893	0.018450	0.028008	0.055232	0.004640	0.004639
2018-08-27 07:00:00	0.001146	0.006466	0.034300	0.052170	0.104718	0.012975	0.012585
2018-08-27 08:00:00	0.0065480	0.018905	0.080593	0.120874	0.249983	0.044653	0.042752
2018-08-27 09:00:00	0.010555	0.027940	0.110602	0.161449	0.317867	0.053819	0.051919
2018-08-27 10:00:00	0.015622	0.038714	0.139265	0.200528	0.380588	0.065145	0.063497
2018-08-27 11:00:00	0.015793	0.039181	0.139589	0.202763	0.386467	0.062838	0.060623
2018-08-27 12:00:00	0.014565	0.035202	0.128678	0.190267	0.36995	0.050343	0.049017
2018-08-27 13:00:00	0.007558	0.020452	0.084623	0.129357	0.262601	0.034988	0.033910
2018-08-27 14:00:00	0.015509	0.037873	0.137631	0.206394	0.405986	0.074022	0.071632
2018-08-27 15:00:00	0.007218	0.021238	0.087302	0.134112	0.277141	0.051311	0.049307
2018-08-27 16:00:00	0.001654	0.008646	0.044967	0.068798	0.148042	0.024429	0.023072
2018-08-27 17:00:00	-0.001072	0.000839	0.011222	0.019085	0.039834	0.001282	0.001328
2018-08-27 18:00:00	-0.002766	-0.002555	0.000202	0.001346	0.003320	-0.005236	-0.005472
2018-08-27 19:00:00	-0.002562	-0.002772	-0.002848	-0.003051	-0.004047	-0.005696	-0.005902
2018-08-27 20:00:00	-0.002648	-0.002867	-0.002898	-0.003049	-0.004423	-0.005910	-0.006018
2018-08-27 21:00:00	-0.002357	-0.003284	-0.002912	-0.003141	-0.004093	-0.005714	-0.005782
2018-08-27 22:00:00	-0.002535	-0.002849	-0.003072	-0.002959	-0.004217	-0.006159	-0.005971
2018-08-27 23:00:00	-0.002627	-0.002823	-0.003049	-0.003142	-0.004179	-0.005847	-0.005754
2018-08-28 00:00:00	-0.002501	-0.003235	-0.002799	-0.003211	-0.003849	-0.005854	-0.006079
2018-08-28 01:00:00	-0.002655	-0.003351	-0.003011	-0.003083	-0.004351	-0.006066	-0.005853
2018-08-28 02:00:00	-0.002614	-0.003118	-0.003025	-0.003039	-0.004140	-0.005797	-0.005972
2018-08-28 03:00:00	-0.002267	-0.002867	-0.002627	-0.002811	-0.003885	-0.005233	-0.005287
2018-08-28 04:00:00	-0.002636	-0.003202	-0.002808	-0.003082	-0.004005	-0.006053	-0.006043
2018-08-28 05:00:00	-0.002279	-0.002614	-0.001146	-0.000877	-0.000802	-0.005228	-0.00549
2018-08-28 06:00:00	-0.000718	0.001618	0.012611	0.018046	0.029795	-0.000905	-0.001114
2018-08-28 07:00:00	0.001229	0.006193	0.031370	0.046227	0.086419	0.006357	0.006171
2018-08-28 08:00:00	0.015501	0.041911	0.162592	0.238501	0.460837	0.072059	0.069052
2018-08-28 09:00:00	0.010422	0.027490	0.102474	0.143505	0.265193	0.039230	0.038030
2018-08-28 10:00:00	0.023790	0.058852	0.216112	0.308627	0.593148	0.097408	0.093454
2018-08-28 11:00:00	0.032121	0.076669	0.264236	0.366539	0.655691	0.087380	0.085322
2018-08-28 12:00:00	0.019980	0.050163	0.182216	0.256651	0.478195	0.060532	0.058895
2018-08-28 13:00:00	0.024812	0.058061	0.187132	0.263309	0.464400	0.064160	0.064297
2018-08-28 14:00:00	0.018130	0.044553	0.158287	0.231881	0.435469	0.065396	0.063804
2018-08-28 15:00:00	0.007077	0.019221	0.068117	0.098184	0.177529	0.030279	0.029764
2018-08-28 16:00:00	0.002375	0.007747	0.034868	0.053304	0.100409	0.009331	0.009141
2018-08-28 17:00:00	-0.001400	0.000150	0.010920	0.017622	0.034631	-0.001330	-0.001177
2018-08-28 18:00:00	-0.001991	-0.001921	0.002852	0.004718	0.008808	-0.004502	-0.004919
2018-08-28 19:00:00	-0.002555	-0.002953	-0.002909	-0.003069	-0.004277	-0.005785	-0.005931
2018-08-28 20:00:00	-0.002730	-0.002824	-0.003116	-0.002922	-0.004463	-0.006170	-0.005666
2018-08-28 21:00:00	-0.003172	-0.004029	-0.003513	-0.003782	-0.004961	-0.007297	-0.007223
2018-08-28 22:00:00	-0.002539	-0.002720	-0.002676	-0.002885	-0.003519	-0.005124	-0.005295
2018-08-28 23:00:00	-0.002440	-0.002643	-0.002631	-0.002944	-0.003628	-0.005348	-0.005707
2018-08-29 00:00:00	-0.002628	-0.002626	-0.002631	-0.002717	-0.004003	-0.005625	-0.005217
2018-08-29 01:00:00	-0.003076	-0.003383	-0.003301	-0.003325	-0.004755	-0.006693	-0.006493
2018-08-29 02:00:00	-0.002576	-0.003089	-0.002806	-0.002977	-0.004162	-0.005845	-0.005636
2018-08-29 03:00:00	-0.002340	-0.003007	-0.002558	-0.002776	-0.003844	-0.005234	-0.005562
2018-08-29 04:00:00	-0.002329	-0.002924	-0.002619	-0.002718	-0.00389	-0.005184	-0.004960
2018-08-29 05:00:00	-0.002447	-0.002471	-0.001204	-0.000722	-0.000813	-0.005379	-0.005063
2018-08-29 06:00:00	-0.001622	0.000239	0.012309	0.018854	0.037904	-0.000747	-0.001025
2018-08-29 07:00:00	0.001740	0.009362	0.048072	0.071756	0.142173	0.014808	0.014056
2018-08-29 08:00:00	0.004332	0.014400	0.065847	0.100394	0.211131	0.031544	0.030758
2018-08-29 09:00:00	0.012447	0.034498	0.133978	0.198548	0.390930	0.069972	0.066791
2018-08-29 10:00:00	0.017178	0.043202	0.161191	0.232164	0.441413	0.074968	0.071641
2018-08-29 11:00:00	0.019681	0.049562	0.176946	0.249576	0.460848	0.072725	0.069742
2018-08-29 12:00:00	0.016521	0.042355	0.157056	0.223241	0.408701	0.049356	0.047952
2018-08-29 13:00:00	0.025556	0.059084	0.188777	0.264292	0.474976	0.084262	0.083651
2018-08-29 14:00:00	0.015059	0.037653	0.135551	0.195500	0.376111	0.069354	0.067619
2018-08-29 15:00:00	0.011945	0.031407	0.119200	0.173000	0.333298	0.054459	0.053348
2018-08-29 16:00:00	0.001126	0.00666	0.034303	0.051551	0.100163	0.008895	0.008811
2018-08-29 17:00:00	0.000117	0.004316	0.027622	0.043636	0.090670	0.010037	0.008958
2018-08-29 18:00:00	-0.002669	-0.002791	0.000073	0.001470	0.003451	-0.005488	-0.005481
2018-08-29 19:00:00	-0.003258	-0.003784	-0.003680	-0.003720	-0.005274	-0.007313	-0.007062
2018-08-29 20:00:00	-0.003229	-0.003429	-0.003531	-0.003798	-0.005187	-0.007488	-0.007159
2018-08-29 21:00:00	-0.003462	-0.003921	-0.003527	-0.003770	-0.005119	-0.007546	-0.007249
2018-08-29 22:00:00	-0.002944	-0.003634	-0.003266	-0.003446	-0.004521	-0.006764	-0.007084
2018-08-29 23:00:00	-0.003455	-0.003494	-0.003619	-0.003751	-0.005141	-0.007429	-0.006922
2018-08-30 00:00:00	-0.003115	-0.003420	-0.003374	-0.003505	-0.004972	-0.007046	-0.006789
2018-08-30 01:00:00	-0.003205	-0.003635	-0.003581	-0.003867	-0.005133	-0.007275	-0.007355
2018-08-30 02:00:00	-0.003306	-0.003582	-0.003476	-0.003818	-0.005111	-0.007282	-0.007801
2018-08-30 03:00:00	-0.003004	-0.003376	-0.003294	-0.003404	-0.004760	-0.006982	-0.006682
2018-08-30 04:00:00	-0.003150	-0.003690	-0.003483	-0.003837	-0.005293	-0.007328	-0.007436
2018-08-30 05:00:00	-0.002984	-0.003503	-0.002815	-0.002783	-0.003727	-0.007501	-0.007118
2018-08-30 06:00:00	-0.001649	-0.000472	0.008379	0.012757	0.025095	-0.001547	-0.001834
2018-08-30 07:00:00	-0.001334	0.000816	0.013777	0.021178	0.043854	0.001921	0.002045
2018-08-30 08:00:00	-0.001311	0.000716	0.013774	0.021061	0.042242	-0.000102	0.000121
2018-08-30 09:00:00	0.000685	0.005610	0.031240	0.046756	0.091663	0.007859	0.007380
2018-08-30 10:00:00	0.005593	0.015193	0.063023	0.094668	0.185509	0.024418	0.023439
2018-08-30 11:00:00	0.010163	0.028286	0.11217	0.161636	0.309873	0.047272	0.045191
2018-08-30 12:00:00	0.007422	0.020297	0.079015	0.113383	0.212513	0.031228	0.030223
2018-08-30 13:00:00	0.007161	0.018557	0.073518	0.110454	0.217080	0.031312	0.030549
2018-08-30 14:00:00	0.000518	0.004527	0.025524	0.039441	0.079285	0.004559	0.004466
2018-08-30 15:00:00	0.006350	0.018350	0.075326	0.112565	0.225537	0.035942	0.034884
2018-08-30 16:00:00	0.001648	0.008967	0.044307	0.067656	0.135700	0.018392	0.017315
2018-08-30 17:00:00	-0.001581	-0.000272	0.00883	0.013683	0.026256	-0.001937	-0.001961
2018-08-30 18:00:00	-0.002490	-0.002716	-0.00041	0.000501	0.001188	-0.005599	-0.005809
2018-08-30 19:00:00	-0.003007	-0.003764	-0.003569	-0.003777	-0.005158	-0.007692	-0.007134
2018-08-30 20:00:00	-0.003141	-0.003468	-0.003225	-0.003622	-0.004712	-0.006885	-0.006744
2018-08-30 21:00:00	-0.003112	-0.003517	-0.003433	-0.003441	-0.005028	-0.006776	-0.006739
2018-08-30 22:00:00	-0.003086	-0.003640	-0.003335	-0.003666	-0.004958	-0.006874	-0.006896
2018-08-30 23:00:00	-0.003056	-0.003505	-0.003493	-0.003440	-0.004783	-0.006722	-0.006662
2018-08-31 00:00:00	-0.002887	-0.003731	-0.003408	-0.003756	-0.005053	-0.006935	-0.006688
2018-08-31 01:00:00	-0.002886	-0.003435	-0.003430	-0.003463	-0.004944	-0.006818	-0.007183
2018-08-31 02:00:00	-0.003150	-0.003377	-0.003218	-0.003718	-0.004722	-0.007032	-0.006817
2018-08-31 03:00:00	-0.002945	-0.003538	-0.003628	-0.003529	-0.004742	-0.006910	-0.006885
2018-08-31 04:00:00	-0.002997	-0.003585	-0.003533	-0.003599	-0.004978	-0.007021	-0.006907
2018-08-31 05:00:00	-0.002849	-0.003353	-0.002461	-0.002226	-0.002924	-0.006509	-0.006635
2018-08-31 06:00:00	-0.001954	-0.000594	0.008539	0.013336	0.025720	-0.002163	-0.002627
2018-08-31 07:00:00	0.001188	0.007255	0.039597	0.057140	0.109285	0.015002	0.013878
