time, beta470, beta532, FL_CDOM
2021/08/04 15:42:29.618, 118, 388, 133
2021/08/04 15:42:30.738, 115, 383, 28
2021/08/04 15:42:31.874, 119, 395, 41
2021/08/04 15:42:33.010, 119, 398, 53
2021/08/04 15:42:34.147, 118, 403, 82
2021/08/04 15:42:35.267, 118, 392, 56
2021/08/04 15:42:36.403, 118, 390, 10
2021/08/04 15:42:37.539, 121, 385, 105
2021/08/04 15:42:38.676, 123, 421, 57
2021/08/04 15:42:39.811, 122, 404, 104
2021/08/04 15:42:40.931, 114, 386, 66
2021/08/04 15:42:42.067, 119, 396, 98
2021/08/04 15:42:43.204, 115, 379, 106
2021/08/04 15:42:44.340, 119, 385, 26
2021/08/04 15:42:45.475, 113, 409, 122
2021/08/04 15:42:46.612, 117, 405, 50
2021/08/04 15:42:47.732, 118, 403, 111
2021/08/04 15:42:48.867, 120, 395, 107
2021/08/04 15:42:50.003, 116, 383, 131
2021/08/04 15:42:51.139, 122, 418, 103
2021/08/04 15:42:52.275, 121, 425, 64
2021/08/04 15:42:53.397, 126, 387, 36
2021/08/04 15:42:54.531, 114, 392, 107
2021/08/04 15:42:55.668, 116, 397, 55
2021/08/04 15:42:56.804, 121, 408, 80
2021/08/04 15:42:57.924, 117, 418, 110
2021/08/04 15:42:59.061, 115, 392, 136
2021/08/04 15:43:00.196, 128, 417, 35
2021/08/04 15:43:01.331, 125, 405, 82
2021/08/04 15:43:02.452, 117, 397, 122
2021/08/04 15:43:03.588, 117, 400, 117
2021/08/04 15:43:04.725, 122, 396, 43
2021/08/04 15:43:05.860, 128, 376, -8
2021/08/04 15:43:06.996, 123, 394, 70
2021/08/04 15:43:08.132, 122, 382, 104
2021/08/04 15:43:09.268, 124, 406, 65
2021/08/04 15:43:10.388, 121, 403, 81
2021/08/04 15:43:11.524, 124, 395, 101
2021/08/04 15:43:12.661, 117, 382, 47
2021/08/04 15:43:13.797, 119, 392, 68
2021/08/04 15:43:14.916, 121, 382, 36
2021/08/04 15:43:16.052, 119, 389, 61
2021/08/04 15:43:17.189, 124, 407, 63
2021/08/04 15:43:18.324, 123, 392, 68
2021/08/04 15:43:19.444, 124, 390, 23
2021/08/04 15:43:20.581, 125, 418, -21
2021/08/04 15:43:21.718, 124, 412, 103
2021/08/04 15:43:22.852, 126, 395, 62
2021/08/04 15:43:23.973, 126, 419, 89
2021/08/04 15:43:25.108, 130, 420, -22
2021/08/04 15:43:26.245, 120, 419, 152
2021/08/04 15:43:27.381, 120, 414, 174
2021/08/04 15:43:28.516, 120, 403, 117
2021/08/04 15:43:29.653, 123, 404, 31
2021/08/04 15:43:30.789, 121, 401, 42
2021/08/04 15:43:31.910, 121, 409, 60
2021/08/04 15:43:33.045, 118, 396, 30
2021/08/04 15:43:34.181, 120, 406, 88
2021/08/04 15:43:35.317, 118, 393, 64
2021/08/04 15:43:36.437, 124, 426, 92
2021/08/04 15:43:37.573, 119, 394, 47
2021/08/04 15:43:38.709, 117, 429, 41
2021/08/04 15:43:39.845, 120, 398, 39
2021/08/04 15:43:40.965, 120, 406, 131
2021/08/04 15:43:42.101, 125, 426, 119
2021/08/04 15:43:43.237, 123, 402, 81
2021/08/04 15:43:44.374, 122, 418, 100
2021/08/04 15:43:45.509, 120, 386, 46
2021/08/04 15:43:46.629, 116, 372, 98
2021/08/04 15:43:47.781, 120, 394, 140
2021/08/04 15:43:48.901, 119, 399, 70
2021/08/04 15:43:50.038, 126, 406, 31
2021/08/04 15:43:51.174, 125, 403, 91
2021/08/04 15:43:52.309, 127, 403, 125
2021/08/04 15:43:53.430, 126, 413, -6
2021/08/04 15:43:54.566, 119, 383, 92
2021/08/04 15:43:55.702, 129, 416, 86
2021/08/04 15:43:56.838, 124, 409, 59
2021/08/04 15:43:57.958, 124, 410, 62
2021/08/04 15:43:59.094, 126, 398, 28
2021/08/04 15:44:00.229, 127, 410, 57
2021/08/04 15:44:01.350, 126, 422, 87
2021/08/04 15:44:02.485, 124, 425, -19
2021/08/04 15:44:03.622, 126, 409, 10
2021/08/04 15:44:04.759, 125, 398, 24
2021/08/04 15:44:05.894, 123, 419, 49
2021/08/04 15:44:07.014, 121, 398, 77
2021/08/04 15:44:08.150, 126, 393, 146
2021/08/04 15:44:09.286, 124, 412, 76
2021/08/04 15:44:10.422, 127, 403, 47
2021/08/04 15:44:11.558, 122, 417, 46
2021/08/04 15:44:12.694, 122, 391, 68
2021/08/04 15:44:13.814, 128, 413, 14
2021/08/04 15:44:14.950, 124, 408, 112
2021/08/04 15:44:16.087, 122, 394, 113
2021/08/04 15:44:17.222, 128, 423, 95
2021/08/04 15:44:18.343, 127, 403, 76
2021/08/04 15:44:19.479, 122, 414, 131
2021/08/04 15:44:20.614, 122, 426, 91
2021/08/04 15:44:21.751, 126, 431, 9
2021/08/04 15:44:22.870, 128, 421, 25
2021/08/04 15:44:24.007, 137, 375, 22
2021/08/04 15:44:25.143, 121, 398, 68
2021/08/04 15:44:26.278, 124, 414, 65
2021/08/04 15:44:27.399, 127, 441, 80
2021/08/04 15:44:28.534, 131, 432, 155
2021/08/04 15:44:29.670, 129, 448, 154
2021/08/04 15:44:30.807, 126, 457, 102
2021/08/04 15:44:31.942, 188, 460, 161
2021/08/04 15:44:33.079, 138, 457, 105
2021/08/04 15:44:34.215, 125, 451, 128
2021/08/04 15:44:35.335, 122, 442, 98
2021/08/04 15:44:36.471, 128, 447, 11
2021/08/04 15:44:37.607, 126, 459, 12
2021/08/04 15:44:38.743, 124, 429, 56
2021/08/04 15:44:39.863, 123, 412, 56
2021/08/04 15:44:40.999, 114, 418, 91
2021/08/04 15:44:42.135, 118, 415, 28
2021/08/04 15:44:43.271, 119, 430, 57
2021/08/04 15:44:44.391, 122, 411, 82
2021/08/04 15:44:45.527, 121, 415, 92
2021/08/04 15:44:46.663, 119, 453, 65
2021/08/04 15:44:47.799, 121, 411, 115
2021/08/04 15:44:48.936, 123, 410, 60
2021/08/04 15:44:50.055, 122, 405, 91
2021/08/04 15:44:51.208, 128, 435, 122
2021/08/04 15:44:52.327, 123, 423, 94
2021/08/04 15:44:53.464, 122, 441, 89
2021/08/04 15:44:54.600, 127, 391, 8
2021/08/04 15:44:55.721, 126, 438, 128
2021/08/04 15:44:56.855, 125, 441, 20
2021/08/04 15:44:57.992, 126, 438, 111
2021/08/04 15:44:59.128, 125, 453, 75
2021/08/04 15:45:00.248, 127, 450, 87
2021/08/04 15:45:01.383, 131, 469, 64
2021/08/04 15:45:02.520, 128, 457, 44
2021/08/04 15:45:03.656, 130, 431, 57
2021/08/04 15:45:04.776, 124, 460, 34
2021/08/04 15:45:05.913, 127, 469, 103
2021/08/04 15:45:07.048, 129, 447, 156
2021/08/04 15:45:08.185, 129, 478, 112
2021/08/04 15:45:09.320, 131, 439, 57
2021/08/04 15:45:10.440, 126, 468, 27
2021/08/04 15:45:11.577, 122, 451, 43
2021/08/04 15:45:12.712, 125, 456, 122
2021/08/04 15:45:13.848, 130, 457, 135
2021/08/04 15:45:14.984, 124, 455, 120
2021/08/04 15:45:16.120, 130, 449, 83
2021/08/04 15:45:17.256, 125, 435, 97
2021/08/04 15:45:18.377, 134, 456, 106
2021/08/04 15:45:19.512, 129, 444, 106
2021/08/04 15:45:20.648, 129, 426, 33
2021/08/04 15:45:21.785, 130, 452, 75
2021/08/04 15:45:22.904, 135, 455, 10
2021/08/04 15:45:24.041, 133, 444, 44
2021/08/04 15:45:25.176, 135, 461, 58
2021/08/04 15:45:26.313, 129, 438, 41
2021/08/04 15:45:27.432, 123, 434, 47
2021/08/04 15:45:28.569, 122, 452, 112
2021/08/04 15:45:29.704, 126, 440, 44
2021/08/04 15:45:30.840, 124, 441, 16
2021/08/04 15:45:31.976, 127, 463, 40
2021/08/04 15:45:33.096, 137, 440, -1
2021/08/04 15:45:34.233, 129, 433, 30
2021/08/04 15:45:35.369, 126, 441, 89
2021/08/04 15:45:36.505, 128, 453, 51
2021/08/04 15:45:37.640, 130, 470, 83
2021/08/04 15:45:38.761, 125, 449, 79
2021/08/04 15:45:39.897, 129, 436, 120
2021/08/04 15:45:41.032, 125, 441, 17
2021/08/04 15:45:42.169, 129, 461, 104
2021/08/04 15:45:43.306, 129, 459, 137
2021/08/04 15:45:44.426, 133, 473, 103
2021/08/04 15:45:45.561, 130, 461, 95
2021/08/04 15:45:46.697, 124, 440, 136
2021/08/04 15:45:47.833, 129, 450, 39
2021/08/04 15:45:48.969, 128, 431, 85
2021/08/04 15:45:50.089, 133, 440, 62
2021/08/04 15:45:51.225, 128, 432, 91
2021/08/04 15:45:52.361, 123, 457, 78
2021/08/04 15:45:53.497, 126, 466, 83
2021/08/04 15:45:54.618, 129, 453, 33
2021/08/04 15:45:55.754, 127, 451, 7
2021/08/04 15:45:56.889, 133, 455, -11
2021/08/04 15:45:58.026, 130, 457, 24
2021/08/04 15:45:59.162, 133, 436, 81
2021/08/04 15:46:00.281, 131, 439, -2
2021/08/04 15:46:01.418, 130, 461, 140
2021/08/04 15:46:02.554, 130, 457, 15
2021/08/04 15:46:03.690, 125, 458, 48
2021/08/04 15:46:04.810, 132, 461, 70
2021/08/04 15:46:05.946, 134, 444, 52
2021/08/04 15:46:07.081, 133, 471, 107
2021/08/04 15:46:08.218, 128, 453, 120
2021/08/04 15:46:09.353, 135, 452, 35
2021/08/04 15:46:10.474, 136, 473, 82
2021/08/04 15:46:11.610, 134, 456, 117
2021/08/04 15:46:12.746, 131, 467, 129
2021/08/04 15:46:13.883, 136, 457, 93
2021/08/04 15:46:15.002, 133, 455, 56
2021/08/04 15:46:16.138, 135, 449, 8
2021/08/04 15:46:17.274, 138, 454, 68
2021/08/04 15:46:18.410, 132, 462, 108
2021/08/04 15:46:19.546, 133, 444, 105
2021/08/04 15:46:20.682, 132, 440, 59
2021/08/04 15:46:21.802, 134, 460, 74
2021/08/04 15:46:22.938, 136, 492, 81
2021/08/04 15:46:24.074, 135, 458, 125
2021/08/04 15:46:25.211, 132, 444, 99
2021/08/04 15:46:26.346, 128, 470, 109
2021/08/04 15:46:27.466, 139, 467, 84
2021/08/04 15:46:28.602, 131, 470, 105
2021/08/04 15:46:29.738, 133, 474, 107
2021/08/04 15:46:30.874, 135, 472, 83
2021/08/04 15:46:31.995, 136, 472, 43
2021/08/04 15:46:33.130, 127, 440, 46
2021/08/04 15:46:34.266, 125, 462, 103
2021/08/04 15:46:35.403, 132, 451, 63
2021/08/04 15:46:36.523, 134, 455, 59
2021/08/04 15:46:37.659, 135, 456, 15
2021/08/04 15:46:38.795, 142, 449, 7
2021/08/04 15:46:39.931, 134, 437, 0
2021/08/04 15:46:41.066, 132, 479, 39
2021/08/04 15:46:42.203, 134, 470, 77
2021/08/04 15:46:43.323, 134, 490, 100
2021/08/04 15:46:44.459, 131, 452, 105
2021/08/04 15:46:45.595, 135, 475, 101
2021/08/04 15:46:46.731, 133, 461, 24
2021/08/04 15:46:47.851, 136, 481, 3
2021/08/04 15:46:48.987, 137, 466, 22
2021/08/04 15:46:50.123, 135, 444, 55
2021/08/04 15:46:51.259, 133, 474, 58
2021/08/04 15:46:52.379, 131, 467, 91
2021/08/04 15:46:53.515, 137, 459, 69
2021/08/04 15:46:54.651, 136, 481, 137
2021/08/04 15:46:55.787, 136, 461, 57
2021/08/04 15:46:56.908, 143, 474, 86
2021/08/04 15:46:58.043, 130, 455, 54
2021/08/04 15:46:59.180, 140, 480, 80
2021/08/04 15:47:00.315, 136, 469, 4
2021/08/04 15:47:01.451, 145, 473, 5
2021/08/04 15:47:02.571, 134, 509, 94
2021/08/04 15:47:03.708, 131, 481, 152
2021/08/04 15:47:04.843, 136, 465, 151
2021/08/04 15:47:05.980, 141, 473, 39
2021/08/04 15:47:07.116, 138, 468, 22
2021/08/04 15:47:08.236, 133, 478, 68
2021/08/04 15:47:09.373, 134, 498, 113
2021/08/04 15:47:10.507, 133, 453, 92
2021/08/04 15:47:11.644, 131, 441, 74
2021/08/04 15:47:12.764, 129, 449, 64
2021/08/04 15:47:13.900, 132, 493, 51
2021/08/04 15:47:15.036, 134, 467, 71
2021/08/04 15:47:16.172, 138, 463, 124
2021/08/04 15:47:17.292, 136, 483, 84
2021/08/04 15:47:18.428, 128, 467, 97
2021/08/04 15:47:19.564, 134, 480, 50
2021/08/04 15:47:20.701, 133, 448, 80
2021/08/04 15:47:21.835, 130, 458, 60
2021/08/04 15:47:22.972, 134, 458, 75
2021/08/04 15:47:24.093, 128, 457, 16
2021/08/04 15:47:25.228, 130, 443, 124
2021/08/04 15:47:26.364, 127, 472, 116
2021/08/04 15:47:27.501, 132, 452, 105
2021/08/04 15:47:28.636, 129, 465, 72
2021/08/04 15:47:29.757, 128, 455, 101
2021/08/04 15:47:30.892, 136, 455, 79
2021/08/04 15:47:32.028, 132, 484, 107
2021/08/04 15:47:33.165, 135, 460, 102
2021/08/04 15:47:34.301, 139, 491, 69
2021/08/04 15:47:35.421, 131, 469, 46
2021/08/04 15:47:36.556, 133, 483, 32
2021/08/04 15:47:37.692, 138, 482, 53
2021/08/04 15:47:38.829, 133, 464, 94
2021/08/04 15:47:39.949, 130, 465, 103
2021/08/04 15:47:41.085, 132, 443, 25
2021/08/04 15:47:42.221, 132, 440, 167
2021/08/04 15:47:43.356, 140, 485, 152
2021/08/04 15:47:44.493, 137, 439, 56
2021/08/04 15:47:45.629, 137, 462, 71
2021/08/04 15:47:46.749, 134, 467, 89
2021/08/04 15:47:47.884, 134, 481, 88
2021/08/04 15:47:49.020, 137, 464, 77
2021/08/04 15:47:50.157, 134, 460, 56
2021/08/04 15:47:51.277, 140, 478, 117
2021/08/04 15:47:52.413, 145, 482, -7
2021/08/04 15:47:53.550, 138, 504, 2
2021/08/04 15:47:54.685, 138, 494, 55
2021/08/04 15:47:55.806, 136, 488, 103
2021/08/04 15:47:56.942, 136, 447, 15
2021/08/04 15:47:58.078, 137, 484, 27
2021/08/04 15:47:59.212, 134, 505, 39
2021/08/04 15:48:00.333, 131, 478, 77
2021/08/04 15:48:01.470, 138, 490, 46
2021/08/04 15:48:02.606, 129, 469, 82
2021/08/04 15:48:03.742, 139, 481, 105
2021/08/04 15:48:04.877, 133, 458, 149
2021/08/04 15:48:06.013, 137, 478, 72
2021/08/04 15:48:07.134, 134, 467, 71
2021/08/04 15:48:08.270, 135, 473, -22
2021/08/04 15:48:09.406, 138, 487, 60
2021/08/04 15:48:10.542, 132, 457, 34
2021/08/04 15:48:11.677, 135, 471, 72
2021/08/04 15:48:12.797, 134, 469, 64
2021/08/04 15:48:13.934, 138, 497, 79
2021/08/04 15:48:15.070, 136, 482, 86
2021/08/04 15:48:16.206, 132, 483, 62
2021/08/04 15:48:17.326, 135, 501, 86
2021/08/04 15:48:18.462, 137, 483, 113
2021/08/04 15:48:19.598, 140, 475, 106
2021/08/04 15:48:20.735, 134, 489, 110
2021/08/04 15:48:21.854, 136, 469, 74
2021/08/04 15:48:22.990, 137, 450, 78
2021/08/04 15:48:24.126, 132, 476, 56
2021/08/04 15:48:25.262, 134, 446, 17
2021/08/04 15:48:26.398, 130, 478, -2
2021/08/04 15:48:27.534, 137, 474, 5
2021/08/04 15:48:28.654, 130, 461, 113
2021/08/04 15:48:29.790, 129, 477, 94
2021/08/04 15:48:30.926, 129, 456, 64
2021/08/04 15:48:32.062, 131, 484, 28
2021/08/04 15:48:33.182, 140, 503, 31
2021/08/04 15:48:34.318, 142, 468, 58
2021/08/04 15:48:35.454, 135, 472, 124
2021/08/04 15:48:36.591, 137, 482, 125
2021/08/04 15:48:37.727, 133, 509, 91
2021/08/04 15:48:38.846, 131, 497, 115
2021/08/04 15:48:39.982, 136, 483, 16
2021/08/04 15:48:41.119, 141, 483, 33
